rating,comment
1,"El cargador no duro mucho, unos 3 meses (desde la compra) y ya no funciono. Un año después, ya no funciono la cámara, que paso? no lo se, simplemente ya no funciono, posiblemente por el uso, la usaba de lunes a viernes por las mañanas y tardes para monitorear mi casa, durante la noche la desconectaba y la volvía a conectar el día siguiente, así sucesivamente de lunes a viernes durante un año, no tiene botón de encendido y apagado. Durante el tiempo que la use funciono sin problemas."
1,"Es muy funcional, relación calidad precio muy buena, la calidad de la imagen es muy buena, derepente si se traba pero lo normal, si la recomiendo, recordar que es para interiores."
1,Excelente. Calidad de imagen. Sonido y sobre todo imagen amplia.
1,Exelente producto.
1,Bueno para la función que requiero. Está.
1,Es un buen producto lo recomiendo.
1,Excelentes cámaras y ahorita a excelente precio. He comprado en diferentes ocasiones y ya llevo 5.
1,Buen producto y precio.
1,Buen producto y buena calidad……….
1,Buen producto recomendable.
1,Muy buena.
1,Excelente producto. Muy fácil de instalar y aplicación amigable. Solo considerar que tiene que siempre estar conectado a la corriente y eso puede ser un problema el cable en las esquinas superiores.
1,"Muy bueno, excelente para un garage y ver quien está hablando en el portón y no ir jejejej."
1,"Muy bueno.
Lo tengo ha prueba y va todo bien."
1,Excelente producto de muy buena calidad.
1,Exelente!!.
1,"Fue una buena compra, lo recomiendo mucho la verdad!."
1,"Es un producto de calidad-precio el cuál hace su función correctamente y muy bien hecho, 10/10."
1,Excelente producto.
1,"Es la segunda que compro, muy funcional, buen audio y muy práctica."
1,Gracias está muy bonita de buen tamaño con colores súper vivos.
1,"Excelente,la recomiendo."
1,Me gusto el sonido los colores es oerfe ta gracias.
1,"No conozco la marca, pero es un excelente equipo, se ve muy bien y espero no presente detalles."
1,"Primera compra, muy buen audio, muy buena imagen y calodad, lo recomiendo mucho, aparte que tiene google play y puedes descargar muchas apps, ya sea spotify, fox sports entre otras, recomendada 10/10."
1,Tengo más de un año con la tv y todo super bien.
1,"Es de muy buena calidad y el precio está exelente.
100% recomendado."
1,Tenía una duda por la marca pero valió mucho la pena más que excelente me agrado mucho ya tengo tres días con ella y hasta ahorita todo muy bien la recomiendo plenamente.
1,Exelente aparato me gusta mucho y tiene buen sonido 👍.
1,Me enkanto ami niña le gusta muxo 🥰buena calidad.
1,Execelente me encantó puedo ver mis clases de pintura en youtube muy buen producto llevo apenas tres días pero me parece una excelente compra.
1,Excelente producto.
1,"Muy buena pantalla, excelente que traiga entrada de av para jugar mi ps2 🤭."
1,Bue producto calidad de imagen buena y sonido.
1,"Me gustó mucho, a futuro compraré otra más grande."
1,
1,"Tiene muy buena calidad, me encantó."
1,Buena televisión precio y calidad al 100% bueno a mi me gustó mucho buen sonido recomendada.
1,Excelente y buen precio.
1,Muy buena smartv mas de lo que esperaba.
1,
1,"Excelente, me gustó mucho."
1,"Es buena pantalla, instale vix, pluto hbo, disney, youtube y netflix ( preinstalada ) y jalan perfecto tanto la tv como las apps."
1,Excelente mejor de lo que esperaba.
1,"Puedo recomendarla sin problema,muy buena relación de precio y calidad."
1,Me gusto mucho excelente sonido.
1,Muy buen producto.
1,"Muy buena calidad de imagen y sonido, recomendable."
1,Muy bien.
1,"Más de lo que esperaba me gustó mucho, la recomiendo."
1,"Hasta ahorita bueno. La verdad solo llevo 5 días con él. Sería irrisorio que fallará en tan poco tiempo. Jajaja.
Muy bueno precio-calidad."
1,Muy buena resolución descarga y abre rápido las app 100 recomendada.
1,Muy bie.
1,"Excelente compra, económica y buena calidad."
1,Muy bueno buen precio buen sonido buena imagen.
1,Buena opción. Por su buen precio si es recomendable.
1,Bueno.
1,"Muy bien el sonido es bueno y supera las espectativas en cuando a la imagen, el color nítido no siempre se mantiene pues igual el origen de la misma es la que puede variar me refiero si es directamente del internet si se distorsiona un poco desde la pc como monitos es excelente aún que la relación del tamaño depende de la lapy su configuración. De ahí en todo lo demás bien. Excelente compra."
1,Excelente sonido muy bonita gracias.
1,Bueno.
1,Me gusto muchobuen sonido buena calidad de imagen y para el precio que tiene esta muy 👍.
1,"Excelente pantalla, mejor de lo que suponia."
1,Excelente producto 👌 sin detalles.
1,Excelente producto.
1,"La calidad de imagen es buena, ya probé el producto con plataformas como disney+, start+, crunchyroll y hbo max, funcionan de maravilla, coloco 4 estrellas porque netflix no funciona para nada. El navegador va de maravilla y puedes iniciar sesión de otras plataformas.
La calidad del sonido es medianamente buena, lo que me gusta es que tiene diferentes configuraciones de audio eso es lo que lo salva de una mala calificación también el volumen es potente, es muy fuerte y no se distorsiona la calidad.
La interfaz es amigable, se entiende rápido y los atajos del control remoto son útiles.
En mi opinión es una buena compra, lo recomiendo abiertamente."
1,Buen producto para el precio que está. 🤗🤗.
1,Buen producto.
1,Muy buenos.
1,Es un producto 100% recomendado.
1,Bueno.
1,Muy bonita y calidad.
1,
1,"En perfectas condiciones y si cumple todo lo mencionado en descripción, se las recomiendo."
1,Excelente.
1,"Es buena pero no es smart, es una pantalla normal, lo único que se puede ver es youtube, no es posible ver netflix, disney ni hbo, les escribi para para ver si había alguna solucion pero nunca me contestaron."
1,"Bastante bueno para su precio, cumple con su cometido."
1,Me encantó.
1,Muy buena calidad e incluso ya descargué varias aplicaciones de play store.
1,"Buena calidad. Nítida, recomendable."
1,"La smartv hasta ahorita todo bien, se conecta bien a internet y es sistema es muy intuitivivo. Buena relación calidad precio."
1,Me acaba de llegar y muy bien en todos los aspectos.
1,"Todo bien es de fácil acceso a las apps.
Solo q netflix me marca error y no abre la app, lo cual es raro por que viene con la app instalada."
1,"Me gustó el producto, por ahora sí. Problemas."
1,Muy buena calidad muy ligero excelente colores se ve muy bien pese a que lo conecte a una antena aérea.
1,
0,"La pantalla ya no sirve, la ocupaba para jugar xbox y se quemó la pantalla."
1,Salió buena pantalla genial buena compra.
1,Me gustaría que se pudieran descargar más aplicaciones como start y que especificara que tipo de tornillos se necesitan para ponerla sobre el soporte.
1,Muy buena para su presio.
1,Esta bien para su precio.
1,"Me pareció exelente calidad y un gran audio es lo que mas destaca aunq hay formatos de videos que no los soporta del todo, aun sigo experimentando con la marca, tiene mejores colores que una tcl que acabo de comprar para mi mamá."
1,Muy buena imagen de tv de hecho compré 2 ya q me hacía falta lo volvería a comprar y cumple con los términos y condiciones.
1,"Ecxelente 100% recomendado!!.
Calidad de color y sonido mega excelente. 👌voy a comprar otra 💯."
1,Exelente televisión no se van a arrepentir 🥺.
1,"Excelente producto, lo recomiendo ampliamente."
1,Muy buena smart tv.
1,Exelente se ve muy bien.
1,Solo que no se puede instalar star+.
1,
1,Al parecer es buen producto.
1,Muy bien producto.
1,Es muy bueno. Lo recomiendo.
1,"Excelente producto, el unico pero es el no poder descargar star plus."
1,"No lo piense compren este producto yo no me arrepiento, muy pronto compraré otra."
1,Excelente para el precio está muy bien.
1,Buena opción.
1,Muy buena rele.
1,Producto recomendable.
1,Muy bueno.
1,"Necesito una guía más amplia, básicamente el producto bien."
1,Me pareció justa para el precio 😇🙂.
0,"El producto tiene mala calidad en cuanto a las aplicaciones no se pueden actualizar para poder ver las apps un ejemplo netflix y otro tema el control remoto falla un montón y que mala onda que no quieran aceptar la devolución ya que es un equipo de muy mala calidad y deja en mal a la aplicación, más en lo particular que siempre ocupo para comprar."
1,Excelente con relación al precio de adquisición.
1,Es buena tv para ver youtube netflix etc. Recomendable.
1,Precioso exelente no me arrepiento de mi compra.
1,Exelente compre 2.
1,Muy buena compra.
1,Me encantó se ve muy bien y sobre todo tiene muy buen sonido.
1,Excelente 👌 lo recomiendo.
1,"Todo exelente tengo 15 días con ella y todo bien, los colores bien vivos buen audio, mi internet es un poco lento y no le afecta nada está trabajando súper, espero y me dure mucho tiempo, 100% recomendable."
1,Buen producto.
1,Exelente para su precio.
1,"Me pareció muy buen compra el.
Único detalle es el sonido pero si le zapatas al aparto de sonido queda muy buen excelente compra."
1,Buena resolución buen volumen.
1,"Ah mis expectativas y por el precio me salio bien, solo hay unos pequeños detalles pero de hay en fuera todo bien."
1,Muy buena tv hice una buena compra cumple con toda la funciones buena claridad y buen sonido de verdad muy buena dudaba de la marca pero salió genial.
1,"No tenía tantas expectativas acerca de la tv, pero me dejó muy sorprendido el sonido y la imagen, aunque tampoco esperes una pantalla de alta resolución por ese precio, pero sin duda una buena compra."
1,Excelente calidad 👍.
1,"Maravillosa, excelente color y audio. Me encantó!!!!!."
1,Muy buen producto y economico.
1,Excelente.
1,"Buen producto, lo recomiendo."
1,"Muy buena compra, me encantó."
1,Bueno.
1,"Muy bien por el precio,."
1,Fue una compra muy excelente cumple todo lo k dice.
1,Me parece excelente muy buena compra calidad y audio muy buena 👌.
1,"Tenia mis dudas respecto a la marca, sin embargo al llegar me pareció muy bonita, al principio me fue difícil entender a el sistema de la tv, pero una vez que lo entendí, me impresiona la cantidad de funciones que se pueden añadir, se pueden usar varios dispositivos a la vez y personalizar muy facil,me pareció una excelente compra."
1,"Muy practica y facil de instalar, la verdad me gusto mucho buen tamaño precio y sobre todo facil de descargar las aplicaciones."
1,"Muy buena potencia vamos a seguir probandola en unos días haber q tar funciona , mínimo 15 de trabajo por descanso veremos q tanto aguanta cuidándola por tiempos."
1,Me parece una excelente producto para el primer uso cumple todo lo necesario esperemos a ver cuanto tiempo se tarda.
1,"Lo recomiendo es la segunda vez que lo ocupo, y lo he probado lavando 05 coches consecutivos, muy buen producto, para ser la segunda vez excelente lo recomiendo."
1,"Excelente producto, me sorprendió mucho la calidad de presión y es pequeña entonces es súper compacta de guardar, la seguiré usando y en caso de una mala función haré el cambió de reseña, pero hasta la he usado 2 veces y todo va genial."
1,10 de 10 me sorprendió la presión que tiene.
1,Es una exelente compra lo recomiendo ampliamente el producto bien de buen material no ocupas más componentws pa a armar todo trae incluído la jabonera tambiem ase exelente su trabajo y trae más presion de la q marca ai. La verdad si se sie te como de 1800 psi para el tamaño de 2 cuartas de mi mano. La volvería a comprar de nuevo en cuanto me acave está.
1,"Excelente potencia, cuando vi el tamaño pense que no tendra nada de fuerza pero me impresiono, sirve para despegar perfecto el lodo y grasa de mis motos, tareas del hogar etc. La verdad en potencia no le pide nada a una profesional. Me gusto bastante la calidad."
1,Asta el momento súper bien súper contento con mi compra.
1,Es bueno aunque se gasta más agua de lo que yo esperaba.
1,"Tiene muy buena presión, la calidad es buena; el adaptador de la manguera a la máquina es de baja calidad pero si tienes cuidado debería durarte. De ahí en más me gusto mucho por su precio cumple con los requisitos."
1,"Lo súper recomiendo, a pesar de que es chiquita la presión de agua es excelente, me gusta que sea de ese tamaño por que no ocupa tanto espacio en el carro y ni hablar del precio, me encanto😍."
1,"Es funcional, lo único que en el anuncio deben de quitar la palabra inalámbrica, ya que es 100% es con cable toma corriente."
1,"La verdad por el precio pagado el producto me sorprendió bastante, cumple con lo esperado y la presión es bastante buena, pero no lo recomiendo para un uso muy prolongado.
Fuera de ahí, paso la prueba."
1,"Mi primera hidro. Recomiendo pero a qué cuidarla bien.
El producto es bueno tiene potencia con su extensor de varios modos ya sea brisa abanico o chorro directo el más potente es ajustable en su boquilla. En modo jabón solo es como en la foto y no es mucha fuerza es como cuando le pones el dedo a la manguera de jardín por ejemplo pero si sale el fabulo so en mi caso y hace espumita. No viene adaptador a manguera de jardín solo a manguera pelona y a que hacerle una manguera para conectar a llave o jardín o comprar el adaptador no deben poner directa porque tiene filtro y pueden dañarla y taparla si le entra piedra. Dónde se conecta la manguera (foto adujunta) al filtro tiene mucho juego y siento no va durar y si se mueve gotea. El depósito de jabón al poner de lado se tira y no creo lleve empaque ya que ""succiona"" el líquido y se llena de aire en su lugar en vez de más agua por tanto creo es normal, no me dieron una solución si es o no normal. Por último pongo foto de como la acomode yo porque es tedioso armar y todo así más fácil por si gustan copiar. La compré para lavar mis ventiladores sin tener que desarmar y quedaron al 100. ."
1,"La mejor de mis compras!!! es perfecta tiene muy muy buena potencia es muy fácil de usar, tiene todas sus piezas exactas no le falta nada es excelente!!! no te arrepentirás de comprarla.
Lo único que toca es haber cuánto dura pero por el precio está bien!!!."
1,"Hace unos meses compre una de otra marca y me pareció buena, esta me pareció que es mejor."
1,"Para ser tan pequeña, tiene muy buena potencia, fácil de instalar, usar y hasta el momento todo va bien."
1,"El producto da lo que ofrece por el precio sin embargo los materiales no se perciben de alta calidad, el sonido es muy chillante y seco estresa un poco más que otras marcas."
1,Se me muy bien a demas se ve de buena calidad.
1,Es muy buena la recomiendo.
1,Es la mejor opción que he elegido y no le arrepiento tiene una presión de agua muy buena me sorprendió muy bien exelente.
1,Exelente producto.
1,"Una chulada pde hidro, lo ocupe para lavar 2 carritos y de maravilla, tiene una muy buena presion y viene muy bien equipado. Lo recomiendo al 100% felicidades por ser totalmente mexicano 😃."
1,"Fué muy fácil echarla a andar, armarla y la potencia del motor me pareció increíble."
0,Ahí como le hago porque prendió pero no se pudo usar como tal ahí como podrán ayudarme.
1,"Satisfecha con sus funciones, potente buena compra x su bajo precio. Esperemos dure. Mucho tiempo.
Puedes comprar este producto que cumple exactamente con sus funciones."
1,"Me pareció un excelente producto, al principio no me daba confianza comprar, pero es pequeña y la verdad tiene demasiada potencia aunque la presión del agua sea bajo la hidrolavadosa lo vuelve demasiado alto, el largo de sus cables es excelente, la recomiendo mucho, la calidad del material es igual muy resistente."
1,Increíble.
1,"Pequeña pero funcional, lavé un bocho & una cochera completa sin problemas."
1,"No tiene la potencia que dice, tal vez sea la marca pero no es tan fuerte el chorro como lo anuncia."
1,"Me dejo muy satisfecho en el primer uso, buena orecion y viene con todos sus aditamentos. Por el precio supero mis espectativas. Recomendado!."
1,"Es una buena opción, es para uso doméstico, tiene buena presión.
Ya la usamos en casa, cualquier cosa informo."
1,Muy bueno es un enano con potencia me sorprendió por el precio.
1,Llevo usándola como 5 lavada de mi auto y todo muy bien la recomendó.
1,"Es bueno en relación al precio, tiene buena potencia pensé que no tendría tanto por su tamaño, lo he usado solo 2 veces y me ha gustado, definitivamente lo volvería a comprar."
1,"Excelente producto, estoy contenta por el funcionamiento, estoy asombrada por la potencia."
1,Muy buena.
1,Llevo algunos meses de uso y sigue funcionando perfecto.
1,"Apenas la use 1 vez , dejen qe pase más meses y volveré a opinar , está vez jalo al 100 ,."
1,La verdad si es chica pero es potente. Limpia bien y si sale presión. 100% recomendado.
1,Potente.
1,Excelente.
1,"El producto me pareció muy bien trae buena presión, me encantó calidad y precio."
1,"Me sorprendió mucho ,excelente producto."
1,"Excelente 👍🏻 la compré en oferta por menos de mil. Valía más de 2000. (yo no pagaría más de 1500). Pero en fin. Pequeña, ligera, con buen poder. Con abanico angosto limpié una barda con moho y el piso de cemento en el patio. Super bien con el ladrillo 🙌🏻 con abanico amplio me sirvió para ""barrer"" toda la tierra y agua que cayó de la pared. Mañana lavaré el coche, de seguro estará super bien también. Si se descompone regresaré a editar. Si ésto es lo último escrito significa que sigue funcionando 😃."
1,Está bien chida la verdad 👌🏾 muy recomendable para divertirse lavando.
1,Cumple con lo prometido. ! y fácil de usar. Solo hay que comprar la manguera para el grifo aparte. !.
1,
1,"Para uso doméstico está excelente, para lavar tu auto los guarda fangos los deja impermeables. Quedé sorprendido 😯 mejor presión que una de ya saben que marca.
Jajajaja."
1,Jala al 100 super recomendada.
1,"Excelente producto, calidad precio, no hay más que decir."
1,Sin comentarios (bueno).
1,No era lo que yo esperaba tiene un zumbido muy feo mientras la está ocupando uno.
1,Está fantástica tiene muy muy buena fuerza no me puedo quejar.
1,Muy buen aparato y muy practico.
1,Excelente.
1,La verdad es pekeña pero si tiene muy buena presión y es muy practica la recomiendo.
1,"Lo he usado solo una vez hasta el momento, la presión es buena, por un momento pensé que traía manguera llave > hidrolavadora pero no fue así.
En términos generales hasta ahora un buen producto."
1,Todo muy bien 👌.
1,Estoy probandola asta orita muy conforme con la compra.
1,Por el precio esta 🆗!!! no tiene tanta presión pero la suficiente para trabajos domésticos!!! es la tercera vez que la uso y no ha fallado en nada!!!.
1,"Excelente producto, lo usé de inmediato y todo genial. Solo que pedí el que no trae ruedas, ese fue lo malo. Pero el producto es de 10. Saludos."
1,"Quede sorprendido con la potencia que tiene , a pesar que espequeña."
0,Fuga agua con la manguera y el conector a la máquina.
1,"Excelente compra, fácil de usar, potente y lo mejor es que al ser compacta la puedes llevar a cualquier lugar sin problema. 💯 % recomendada. Me encantó!!."
0,El producto es bueno pero le faltó la pieza de conexión rápida para la manguera del suministro de agua la cual tendría que estar incluida.
1,"Buena compra, excelente para uso domestico y fácil de instalar."
1,Ws de buena calidad tiene buena presión limpia el lodo de las sapicaderas muy bien. Dato importante no tienes que estar ensendiendo ni apagando por que en la pisto trae el apagador si no las usas. Sólita se apaga y se activa al empezar a limpiar. Trae sufiente cable para conectarla y muy buena presión para lavar autos. Es totalmente casera no es industrial. Asi que en lo que jabónas el auto ella descansa y se puede seguir trabajando sin problemas muy manuable y portatil.
1,"Si pides lo que llega, todo está completo, super fácil de instalar y de usar, así mismo la potencia que tiene basta para lavar un coche y el patio sin problema, muy contento con la compra 100% recomendado, para el precio está excelente. Saludos."
1,"Muy bueno, lo recomiendo al 100% tiene la presion ideal para el lavado de mi camioneta a pesar de ser pequeña es excelente."
1,"¡wow! superó mis expectativas.
Demasiada potencia y el precio muy accesible. Además, ocupa poco espacio.
Sin duda una excelente opción 👌."
1,"La verdad al principio se me hizo muy pequeña, pero me sorprendió es muy potente ,la use para lavar mi carro y de maravilla, la volvería a comprar definitivamente."
1,"Excelente producto, practico, facil de armar, no necesitas comprar algún accesorio para hacerlo funcionar, me encantó lo larga que es la manguera y la conexión a la luz (toma corriente). La pistola de la mejor calidad y el dispensador de espuma muy bueno. Recomiendo este producto en su totalidad."
1,"Excelente producto, fácil de utilizar y con lo necesario (sin manguera normal) para lavar bien el vehículo, compacta y buen material."
1,"De las mejores compras que he realizado, buena calidad de los materiales y excelentes resultados."
1,
1,Cumple con las espectativas.
1,Exelente calidad.
1,"Muy buen producto, realmente estoy muy contento con mi compra✌🏻🙂."
1,"Lave mi carro des la parte de afuera y lavado de motor y tiene una buena fuerza para estar así de chica, no le quita nada a la de marcas conocidas como la karcher, esperemos que aguante varias lavadas por lo pronto 10 de 10."
1,"Fue regalo para mi esposo a penas lo probó y le gusto la fuerza que tiene.
Es fácil de armar y se ve de buena calidad, es más pequeño de lo que pensé pero para relación precio calidad está muy bien, estamos contentos con la compra."
1,Muy buen aparato potente fácil de manejar nueva tallado hasta ahorita con él no se tapa muy bueno.
1,"Muy buen producto, para el precio vale mucho la pena muy fácil de usar."
1,Excelente producto.
1,"Lo recomiendo es suficiente para lavar carros, techos, patios."
1,"Excelente compra , solo algo ruidoso jaja mi colonia es muy silenciosa creo que los desperté."
1,
1,"Acabado de usarla de lavar mi moto y el patio de la casa, la verdad supero mis espectativas en verdad tiene buena potencia y cumple con lo que dice.
En verdad no me arrepiento de esta compra."
1,10/10 super práctica.
1,
1,"Para uso personal está muy bien, lo recomiendo. Solo gasta el jabón muy rápido pero por el precio y la potencia que tiene, vale mucho la pena."
1,"Excelente, lo único es que tienen que comprar un aumento para la llave de agua, estaría genial que la incluyeran o dijeran. De ahí en fuera excelente, lave mi auto y mis motos y sin problemas de calentamiento o algo asi."
1,"Es muy fácil de armar, el instructivo está genial. Muy fácil y práctico de usar."
1,Relación precio-calidad.
1,"El producto es bueno.
No le batallas en nada, tiene todo adaptado por si no tienes doble rosca en la manguera. Para mi sorpresa tenía también el accesorio para el jabón."
1,"Si la conectas al wifi 2. 4g puedes usar la app ""v380 pro"" para ver la cámara y hablar por el micrófono incluso fuera de casa sin pagar suscripcion (si quieres ""guardado en la nube"" sí tienes que pagar). Una microsd de 64gb graba aprox. Una semana en calidad hd (se va auto-reemplazando). Las grabaciones se guardan en bloques de 2 a 4 min. En el historial, algo muy bueno a la hora de descargar videos fuera de casa con datos. Tiene flash automático y aparte visión nocturna. Puede perseguir movimiento. El audio grabado es malito, pero se entiende lo que se dice si no es un ruido muy bajito o muy fuerte. El video en sí es lo que esperas de una cámara de seguridad. La bocina que tiene suena muy fuerte. Lo que no me gusta es que la ""alarma para detectar movimiento"" se activa sola aunque no pase nada, por lo que te llegan muchas notificaciones al teléfono cuando en realidad no es literalmente nada. Tarda un poco en conectar desde la app si no estás en el mismo wifi de la cámara pero a los segundos carga. La app de telefono no tiene para acelerar el tiempo por lo que es muy tedioso intentar ver algo si no conoces el segundo exacto; la app de escritorio sí lo hace (pero es realmente dificil de encontrar la oficial) por lo que tienes que descargar el clip de video por red o desde la microsd y viendola en un repoductor como video normal. Si la luz que grabas hace un parpadeo constante, entra a ajustes avanzados y activa la opción de ""60hz"" para quitarlo, que es la que se usa en méxico."
1,"El equipo tiene una muy buena calidad de imagen, le puse una memoria de 64gb y aproximadamente graba 14 días, los videos muy claros, es audio bidireccional, se escucha bien y también se escucha claro al hablar, el sensor de movimiento es perfecto para proteger alguna zona, además de esto. Tiene seguimiento por lo que si proteges una zona, seguirá a quien pase por ahí, por último la luz alumbra muy bien, sin duda un producto muy muy bueno, lo volveré a comprar sin duda."
1,Esta muy buena la recomiendo ya nada más falta colocarla a fuera y ahí vamos a ver q tal. Pero todo muy bien.
1,"Cumple las espectativas, se ve muy bien, de noche igual. Hasta el momento todo funciona! trae sensor de movimiento, altavoz y luz. Sin novedad aver que tiempo aguanta! si quieres compra algo no muy caro y bueno está es la cámara que buscas, fácil de instalación yo mismo la hice! sin miedo al éxito."
1,Esta cámara de seguridad la compré para mi consultorio pues soy médico ya que en la colonia donde tengo mi consultorio pues he escuchado que andaban asaltando así que entre los vecinos nos organizamos para poner cámaras y yo puse está y la verdad se ve super bien tiene muy buena resolución se escucha bastante bien se ve muy claras las imágenes la conecte directamente a mi celular atravez de una aplicación que trae muy buena las recomiendo mucho.
1,"Esta cámara de seguridad me ha sido de mucha ayuda, tengo mi patio con malla ciclónica pero no falta que me roben y no sabía quién era, con esta cámara se han detenido me imagino porque la ven puesta y en movimiento y porque ya tengo vigilancia las 24 horas. Es muy fácil de instalar y manejar. Se mantiene la conexión estable, en el momento en que lo reviso está disponible, solo le compré la amemoria para no pagar almacenamiento en la nube. Se mira bien y así poder identificar quién pasa o se fija por la malla."
1,"El producto luce muy bien, se ve elegante y pretendo colocarla de esa manera, la he contectado al celular y todo funciona muy bien, estoy pensando en compras algunas otras para usarlas en la calle, estan bien0."
1,"Resumen: si puedes comprarte algo mejor házlo.
Las cámaras funcionan, para mí, el principal punto malo es que tienen poco rango de visión, si se pueden grirae, pero la toma que hace, no es muy grande, en mi opinión no tienen la calidad que dicen, la aplicación tiene publicidad lo cual no se me hace justo pues ya estás pagando por la cámara, el algoritmo de rastreo de movimiento le hace falta mejorar.
Puntos a favor: son muy faciles de instalar y configurar, la luz que proporcionan me parece buena, el cable que trae me parece que tiene buena distancia.
Cómo nota debes instalarlas sobre uno pared no sobre un techo, es decir sobre una superficie vertical, ya que si la instalas horizontal se te va a complicar el movimiento."
1,"Los materiales son decentemente buenos se conecta con un cargador como de celular es usb y viene con su alimentación, la calidad de imagen es buena no se batalla para conectar y además le puedes poner una sd para que siga grabando aunque se vaya el internet se escucha muy bien el micrófono y puedes configurar ángulos para que le pulses y se vaya directo a lo que quieres ver está muy genial."
1,"Fue rapido conectarla, la camara se mueve my bien y la luz ilumina demasido eso me gusto mucho, el volumen es muy alto y puedes escucharlo muy bien, me parecio muy buen producto por el precio y todos los accesorios completos que trae."
1,"En lo particular me gusto el producto, compre primero una para ver que tal funcionaba, no me decepcióno la primera y encargue 4 más."
1,Cámara de seguridad la compré para mi departamento pues la verdad había notado que me faltaban algunas cosas de valor y pues nada mejor que tener una cámara para poder tener la seguridad de saber quién me lo robo así que pedi está camara me fue fácil instalarla gira 360 y pues me gustó tiene muy buen sonido no me costó trabajo instalarla trae todo para colocar el vídeo se ve muy bien tiene buena resolución y lo mejor la puedo ver desde mi celular pues me llegan alertas ahí muy buena me gustó.
1,"Excelente cámara muy fácil instalar con una calidad muy buena en las imágenes.
Y a un excelente precio."
1,"Excelente camara muy facil de conectar, cualquier persona seria capaz de poder configurarla sin temor alguno de fallar. La recomiendo ampliamente."
1,"La cámara tiene buena resolución de imagen, el sonido de muy alta calidad, el diseño muy práctico y fácil de instalar. Buen tamaño."
1,"La calidad de la camara es perfecta, ademas es super util en las noches ya que se ve muy claro, viene con sus tornillos para una facil instalacion, y se conecta muy facil al celular."
1,"Excelente calidad de imagen , los materiales de la cámara son muy buenos , se sienten al tacto , se vínculo muy rápido a la aplicación y a mí celular, el sensor de movimiento que tienen es bastante bueno , no se traba, el tamaño que tiene es discreto, la cámara las instrucciones que da la cámara al momento se hacer la conexión son en español , sin duda muy buena , la recomiendo."
0,"Se desconectan a cada rato, y no tienen buena recepción de wifi, aunque el modem este pegado a ellas marcan señal débil, compre 6 y de todas no se hizo ninguna."
0,Malo lo voy a devolver no se puede conectar a wifi.
0,"Deberían de poner que solo admite señal 2. 4g y no otras señales, así uno no compraría pensando que funciona con cualquier red."
1,Precio calidad del producto es bueno una imagen es buena un poquito complicado unas conectividad con el teléfono puede yo le doy 4 estrellas.
1,"Tenia mis dudas en relación al precio y los últimos comentarios, pero en realidad excelente. Lo volvería a comprar paranponerlo en el exterior de mi casa muy buen producto."
0,No pude instalarla tengo internet 5g y las camaras me piden 2. 4g y no pude instalarlas.
1,Al inicio batalle un poco para conectarlo al wifi cabe recalcar que estaba conectando a una res 2. 4g pero fallaba mucho al final conecto manualmente y funciona muy bien me falta programar las alertas pero todo super bien.
0,No puedo creer que no llevo ni 1 mes con el producto de la nada se desconfiguro y ya no da acceso a la imagen la conecto y aún así no puede conectarse a la app.
1,Está fácil descargar la app pero es muy complicado que se sincronice y luego se desconecta sola de la app y hay que volverla a conectar pero en los ratos que funciona funciona bien.
1,"Es de buena calidad, hasta la cajita pesa a pesar del tamaño, es fácil de instalar y de utilizar ya que la conectividad del producto es buena y eso facilita todo."
1,Super recomendado cumple con lo prometido.
0,"No recibe bien la señal de wifi a pesar de estar a 4 metros de la modem, y se traba la imagen por lo mismo de la red, no sé si regresarla."
1,Buena calidad y buenas funciones.
1,No pude conectar la cámara a la red wifi ni al qr.
0,Se pierde la señal de la cámara.
1,"La relacion precio calidad me parece muy buena, como unico detalle encargue dos y solamente uno venia con cable de alimentacion, por fortuna yo tenia uno libre, pero se supone que estoy pagando por algo que debe de venir completo."
1,"La cámara es de buena calidad, tiene buena resolución de día y de noche, tiene varias funciones interesantes como seguimiento automático, si detecta una forma humana, la sigue aún en obscuridad total. Es una cámara muy completa, tiene función remota de video y audio, además una calidad de imagen muy buena tanto en el día o noche,la calidad del audio también es muy buena. La instalación es fácil. Me gustó mucho que la aplicación tenga muchas funciones y el apartado de seguimiento es muy bueno. Si instalación es muy sencilla, me tomó menos de 25 minutos tenerla lista, puedes controlarla desde tu celular, yo la puse afuera de mi patio y me ha sido de gran utilidad, tengo un negocio por lo que he pensado en comprar más para instalarlas, es una excelente opción si no quieres gastar demasiado en servicios de vigilancia, con esta cámara basta para que esté seguro tu negocio, casa."
0,El producto está instalado pero no gira a ningún lado de echo lo voy a regresar.
1,En mui buenas condiciones recomendado 100%.
0,No se puede reiniciar.
1,Excelente producto.
1,"Me pareció muy facil conectar la camara con el internet de mi casa y con mi celular transmite una buena calidad de imagen. Lo unico que me costó un poco de trabajo meter mi cuenta a la aplicación, pero al final meri mi numero telefónico en lugar de la cuenta y puse que el número telefónico es de la zona de norte america y de inmediato me dio el acceso la aplicación v380pro."
1,"Excelente cámara, de buena calidad en cuestión de material, en su desempeño y conectividad un poco de problemas, pero, da resultados buenos, llega muy rápido, en muy buenas condiciones, bien protegida la compra, gracias, un cordial saludo desde el estado de tlaxcala."
1,"Excelente compra tomando en cuenta el precio tan económico. Tiene sensor de seguimiento, iluminación nocturna y muchas cosas. Excelente para monitoreo."
